title,url,dept,time,txt,chart
出访总结公示【2024】060号贺志强因公赴新加坡参加海洋2024会议（OCEANs 2024）,http://my.bupt.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1547&wbnewsid=116878,国际合作与交流处, 2024-05-16,报告人：贺志强^^^所在单位、职务：人工智能学院 教授^^出访国家或地区：新加坡^^出访时间：2024年4月13日- 4月19日^^出访情况：^^   本人于2024年4月14日至4月18日在新加坡参加了2024年IEEE海洋会议Oceans 2024，该会议是有关海洋工程方面国际影响力最大，参会人数最多的学术会议，本人关注海洋通信技术，以及海洋数据采集和分析等会议内容。在新加坡为期五天的交流活动中，本人与同行交流学术研究方面取得的领域重要进展。现对我在新加坡交流期间学术研究交流汇报总结。   本次会议以“海洋韧性、海岸保护和可持续海洋”为主题，包括了多个创新论坛、行业座谈会、创业论坛和研讨会，以及近500多篇科学论文的演讲。本人参加了一系列专题研讨会，包括“Detection of Underwater Acoustic Signals - Theory and Techniques”、“Data meets Model Predictive Control: From classical MPC to an online adaptive direct data-driven navigation and control of autonomous vessels”、“Underwater Communications In Challenging Environments”以及“Acoustic Telemetry and Communication”。   在会议上本人作为“Non-binary Polar Coded Continuous Phase Modulation for Underwater Acoustic Communication”的作者与国内外同行交流了团队的研究成果。同时，来自国际企业、研究所和高校的同行们对我们水下高可靠传输的成果表现出浓厚的兴趣，一起进行了理论探讨并给出应用场景的建议，这些交流使我更清晰地认识到我们工作的优势以及还存在的不足之处，为今后的研究方向提供了有益的启发。此外会议还有来自各国的50多个水下通信的参展商展示了他们最新的产品和服务，在展台仔细参观、交流和询问后，我也较深入地了解了目前国际上水下通信和网络产业的进展，这一领域学术研究与技术转化的联系。   本次出访，拓宽了学术视野，与国际同行就一些学术问题展开了探讨，并为未来的研究进一步拓宽了方向，达到了出访目的。
